gaze_x,gaze_y,inout_score,in_frame,head_box_xmin,head_box_ymin,head_box_xmax,head_box_ymax,distance_from_center,json_path,person_id,label,frame_file
40,25,7.563472337324129e-08,False,19.66796875,17.328125,582.08203125,470.671875,10.63014581273465,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0025_gaze.json,person_13,spontaneous,frame_0025_gaze.json
45,27,4.1758630686672404e-07,False,117.65625,23.609375,607.59375,478.390625,13.92838827718412,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0027_gaze.json,person_13,spontaneous,frame_0027_gaze.json
40,25,2.876789437777916e-07,False,9.09375,26.375,591.90625,474.625,10.63014581273465,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0028_gaze.json,person_13,spontaneous,frame_0028_gaze.json
40,25,5.823855531161826e-07,False,8.59375,26.328125,591.40625,479.671875,10.63014581273465,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0029_gaze.json,person_13,spontaneous,frame_0029_gaze.json
40,26,5.010997483623214e-07,False,112.34765625,29.453125,610.65234375,480.0,10.0,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0033_gaze.json,person_13,spontaneous,frame_0033_gaze.json
40,26,1.3860078240668372e-07,False,9.84375,28.8125,592.65625,477.0625,10.0,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0034_gaze.json,person_13,spontaneous,frame_0034_gaze.json
40,30,2.0653229171330167e-07,False,115.28125,23.65625,605.21875,475.34375,8.246211251235321,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0035_gaze.json,person_13,spontaneous,frame_0035_gaze.json
40,28,1.0147950746386414e-07,False,18.00390625,18.78125,586.24609375,477.21875,8.94427190999916,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0037_gaze.json,person_13,spontaneous,frame_0037_gaze.json
39,30,4.258467711792946e-08,False,20.29296875,18.53125,582.70703125,476.96875,7.280109889280518,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0040_gaze.json,person_13,spontaneous,frame_0040_gaze.json
39,28,9.040350334998948e-08,False,19.29296875,20.53125,581.70703125,478.96875,8.06225774829855,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0041_gaze.json,person_13,spontaneous,frame_0041_gaze.json
39,29,1.7514165051579766e-07,False,11.8828125,18.7109375,588.8671875,480.0,7.615773105863909,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0042_gaze.json,person_13,spontaneous,frame_0042_gaze.json
39,30,6.812635433561809e-08,False,17.25390625,21.828125,585.49609375,475.171875,7.280109889280518,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0043_gaze.json,person_13,spontaneous,frame_0043_gaze.json
39,28,3.470890419521311e-08,False,9.8828125,25.390625,586.8671875,478.734375,8.06225774829855,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0044_gaze.json,person_13,spontaneous,frame_0044_gaze.json
39,28,2.0348365978861693e-06,False,167.6875,24.609375,572.3125,479.390625,8.06225774829855,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0046_gaze.json,person_13,spontaneous,frame_0046_gaze.json
44,28,7.663464316465252e-07,False,133.90625,24.65625,594.59375,476.34375,12.649110640673518,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0048_gaze.json,person_13,spontaneous,frame_0048_gaze.json
39,26,3.283542184817634e-07,False,14.50390625,22.078125,582.74609375,475.421875,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0049_gaze.json,person_13,spontaneous,frame_0049_gaze.json
40,25,3.676495339277608e-07,False,11.3828125,29.25,588.3671875,477.5,10.63014581273465,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0051_gaze.json,person_13,spontaneous,frame_0051_gaze.json
40,26,2.878276745832409e-07,False,16.62890625,28.3125,584.87109375,476.5625,10.0,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0052_gaze.json,person_13,spontaneous,frame_0052_gaze.json
41,28,4.4835086754346776e-08,False,10.5078125,26.75,587.4921875,475.0,9.848857801796104,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0056_gaze.json,person_13,spontaneous,frame_0056_gaze.json
41,27,4.0657695876689104e-07,False,207.3125,26.609375,592.4375,480.0,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0057_gaze.json,person_13,spontaneous,frame_0057_gaze.json
41,27,4.221204505938658e-07,False,131.21875,21.265625,596.78125,480.0,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0059_gaze.json,person_13,spontaneous,frame_0059_gaze.json
41,27,4.856852910961607e-07,False,139.125,22.265625,587.625,480.0,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0063_gaze.json,person_13,spontaneous,frame_0063_gaze.json
41,27,6.247215083021729e-07,False,124.125,25.859375,601.875,480.0,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0064_gaze.json,person_13,spontaneous,frame_0064_gaze.json
41,28,1.971071696971194e-07,False,125.25,21.265625,612.75,480.0,9.848857801796104,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0065_gaze.json,person_13,spontaneous,frame_0065_gaze.json
40,27,4.046065669172094e-07,False,9.7578125,28.5625,586.7421875,476.8125,9.433981132056603,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0068_gaze.json,person_13,spontaneous,frame_0068_gaze.json
40,27,2.2784554687405034e-07,False,6.59375,28.625,589.40625,476.875,9.433981132056603,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0069_gaze.json,person_13,spontaneous,frame_0069_gaze.json
48,27,7.579241412258853e-08,False,141.59375,24.109375,577.90625,478.890625,16.76305461424021,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0076_gaze.json,person_13,spontaneous,frame_0076_gaze.json
41,27,1.9957180086294102e-07,False,147.96875,21.96875,584.28125,480.0,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0079_gaze.json,person_13,spontaneous,frame_0079_gaze.json
41,29,1.6875041808361857e-07,False,135.65625,22.015625,596.34375,480.0,9.486832980505138,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0082_gaze.json,person_13,spontaneous,frame_0082_gaze.json
41,25,8.259026884616105e-08,False,145.5625,25.109375,589.1875,479.890625,11.40175425099138,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0086_gaze.json,person_13,spontaneous,frame_0086_gaze.json
41,30,3.326603916775639e-07,False,137.34375,26.359375,593.15625,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0087_gaze.json,person_13,spontaneous,frame_0087_gaze.json
41,27,1.9195084632883663e-07,False,136.1875,26.109375,589.5625,480.0,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0088_gaze.json,person_13,spontaneous,frame_0088_gaze.json
40,27,1.5258653718319692e-07,False,20.54296875,22.03125,582.95703125,480.0,9.433981132056603,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0092_gaze.json,person_13,spontaneous,frame_0092_gaze.json
40,30,2.588889742582978e-07,False,126.625,23.109375,604.375,477.890625,8.246211251235321,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0098_gaze.json,person_13,spontaneous,frame_0098_gaze.json
40,30,4.977353000867879e-07,False,21.91796875,20.78125,584.33203125,479.21875,8.246211251235321,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0099_gaze.json,person_13,spontaneous,frame_0099_gaze.json
41,27,1.295695824410359e-06,False,134.34375,21.609375,590.15625,476.390625,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0101_gaze.json,person_13,spontaneous,frame_0101_gaze.json
41,30,1.1394968879585576e-07,False,137.0,22.859375,585.5,477.640625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0104_gaze.json,person_13,spontaneous,frame_0104_gaze.json
41,27,5.618401743845425e-08,False,145.09375,27.40625,581.40625,479.09375,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0106_gaze.json,person_13,spontaneous,frame_0106_gaze.json
41,32,9.499951048042021e-09,False,146.28125,22.359375,577.71875,477.140625,9.0,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0108_gaze.json,person_13,spontaneous,frame_0108_gaze.json
41,32,1.8743202545579152e-08,False,145.84375,24.5,582.15625,470.0,9.0,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0110_gaze.json,person_13,spontaneous,frame_0110_gaze.json
46,29,1.8173189175740845e-08,False,149.4375,24.90625,573.5625,476.59375,14.317821063276353,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0112_gaze.json,person_13,spontaneous,frame_0112_gaze.json
41,29,8.206090917894926e-09,False,144.78125,24.15625,576.21875,475.84375,9.486832980505138,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0113_gaze.json,person_13,spontaneous,frame_0113_gaze.json
40,30,2.475637472798553e-07,False,150.125,25.109375,579.125,479.890625,8.246211251235321,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0115_gaze.json,person_13,spontaneous,frame_0115_gaze.json
45,28,4.563252673506213e-07,False,149.0,26.90625,578.0,478.59375,13.601470508735444,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0116_gaze.json,person_13,spontaneous,frame_0116_gaze.json
45,28,1.084751062307987e-07,False,136.9375,24.609375,590.3125,479.390625,13.601470508735444,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0118_gaze.json,person_13,spontaneous,frame_0118_gaze.json
41,27,1.998715788431582e-07,False,144.53125,23.609375,585.71875,478.390625,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0119_gaze.json,person_13,spontaneous,frame_0119_gaze.json
41,30,1.1799365751130608e-07,False,188.21875,23.265625,605.03125,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0123_gaze.json,person_13,spontaneous,frame_0123_gaze.json
41,32,1.2428051832102938e-07,False,121.9375,23.15625,604.5625,474.84375,9.0,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0124_gaze.json,person_13,spontaneous,frame_0124_gaze.json
41,32,3.9873427226666536e-08,False,129.71875,22.40625,585.53125,474.09375,9.0,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0126_gaze.json,person_13,spontaneous,frame_0126_gaze.json
41,30,9.984145066255223e-08,False,144.53125,25.859375,575.96875,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0127_gaze.json,person_13,spontaneous,frame_0127_gaze.json
41,30,1.4213789256700693e-07,False,132.8125,25.109375,586.1875,479.890625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0128_gaze.json,person_13,spontaneous,frame_0128_gaze.json
41,31,2.5394934155542614e-08,False,133.2890625,22.875,593.7109375,471.125,9.055385138137417,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0129_gaze.json,person_13,spontaneous,frame_0129_gaze.json
41,32,2.6041526268727466e-08,False,136.21875,21.859375,592.03125,476.640625,9.0,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0131_gaze.json,person_13,spontaneous,frame_0131_gaze.json
41,29,5.149071924392956e-08,False,119.375,27.25,606.875,472.75,9.486832980505138,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0133_gaze.json,person_13,spontaneous,frame_0133_gaze.json
41,27,1.076919318165892e-07,False,150.03125,21.109375,581.46875,475.890625,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0137_gaze.json,person_13,spontaneous,frame_0137_gaze.json
41,30,6.677885977524056e-08,False,148.21875,26.15625,584.53125,477.84375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0138_gaze.json,person_13,spontaneous,frame_0138_gaze.json
41,30,9.298688041781134e-08,False,158.625,21.265625,577.875,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0139_gaze.json,person_13,spontaneous,frame_0139_gaze.json
41,30,9.559920499668806e-08,False,141.90625,23.65625,583.09375,475.34375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0140_gaze.json,person_13,spontaneous,frame_0140_gaze.json
41,30,1.0598733979350072e-07,False,141.25,23.859375,589.75,478.640625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0141_gaze.json,person_13,spontaneous,frame_0141_gaze.json
45,28,1.1507758301831927e-07,False,147.40625,25.359375,588.59375,480.0,13.601470508735444,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0142_gaze.json,person_13,spontaneous,frame_0142_gaze.json
41,28,1.0500560421178307e-07,False,133.21875,25.359375,598.78125,480.0,9.848857801796104,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0143_gaze.json,person_13,spontaneous,frame_0143_gaze.json
41,27,9.20593379305501e-08,False,145.84375,23.40625,582.15625,475.09375,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0145_gaze.json,person_13,spontaneous,frame_0145_gaze.json
41,29,5.908621858452534e-08,False,128.46875,22.859375,594.03125,477.640625,9.486832980505138,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0147_gaze.json,person_13,spontaneous,frame_0147_gaze.json
41,31,2.3967892559539905e-08,False,128.65625,24.40625,589.34375,476.09375,9.055385138137417,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0151_gaze.json,person_13,spontaneous,frame_0151_gaze.json
41,30,2.872051929614372e-08,False,138.5,23.109375,587.0,477.890625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0152_gaze.json,person_13,spontaneous,frame_0152_gaze.json
41,30,4.3727453657993465e-08,False,157.59375,23.359375,574.40625,478.140625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0154_gaze.json,person_13,spontaneous,frame_0154_gaze.json
41,30,5.0046072175291556e-08,False,145.40625,25.109375,586.59375,479.890625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0155_gaze.json,person_13,spontaneous,frame_0155_gaze.json
41,30,1.1313000669588291e-07,False,143.28125,18.96875,584.46875,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0157_gaze.json,person_13,spontaneous,frame_0157_gaze.json
41,30,3.574544393813994e-08,False,144.71875,24.359375,581.03125,479.140625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0160_gaze.json,person_13,spontaneous,frame_0160_gaze.json
41,30,1.4418525040582608e-07,False,141.75,23.859375,590.25,478.640625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0164_gaze.json,person_13,spontaneous,frame_0164_gaze.json
41,31,9.024810765367874e-08,False,137.03125,24.859375,597.71875,479.640625,9.055385138137417,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0166_gaze.json,person_13,spontaneous,frame_0166_gaze.json
41,30,2.538273804475466e-07,False,142.8125,25.90625,586.4375,477.59375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0167_gaze.json,person_13,spontaneous,frame_0167_gaze.json
40,30,3.2723065146456065e-08,False,115.0,25.15625,602.5,476.84375,8.246211251235321,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0171_gaze.json,person_13,spontaneous,frame_0171_gaze.json
41,27,3.719392793755105e-07,False,192.4375,23.90625,597.0625,475.59375,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0173_gaze.json,person_13,spontaneous,frame_0173_gaze.json
46,28,8.754424385415405e-08,False,139.25,21.515625,587.75,480.0,14.560219778561036,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0177_gaze.json,person_13,spontaneous,frame_0177_gaze.json
41,28,2.0823904378630687e-08,False,141.5,22.765625,590.0,480.0,9.848857801796104,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0179_gaze.json,person_13,spontaneous,frame_0179_gaze.json
41,30,3.9389195904959706e-08,False,146.78125,24.65625,578.21875,476.34375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0181_gaze.json,person_13,spontaneous,frame_0181_gaze.json
41,30,4.7232067146296686e-08,False,145.03125,20.015625,586.21875,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0182_gaze.json,person_13,spontaneous,frame_0182_gaze.json
41,30,4.465544023446455e-08,False,156.125,24.609375,575.375,479.390625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0185_gaze.json,person_13,spontaneous,frame_0185_gaze.json
41,27,5.163193961266188e-08,False,138.0,20.46875,586.5,480.0,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0186_gaze.json,person_13,spontaneous,frame_0186_gaze.json
41,28,6.104676231188932e-08,False,137.15625,24.359375,597.84375,479.140625,9.848857801796104,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0190_gaze.json,person_13,spontaneous,frame_0190_gaze.json
40,30,7.51115720731832e-08,False,122.25,22.40625,600.0,474.09375,8.246211251235321,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0197_gaze.json,person_13,spontaneous,frame_0197_gaze.json
41,27,1.8387442679568267e-08,False,21.04296875,17.53125,583.45703125,475.96875,10.295630140987,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0205_gaze.json,person_13,spontaneous,frame_0205_gaze.json
41,30,7.528712586690745e-08,False,134.09375,22.359375,589.90625,477.140625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0208_gaze.json,person_13,spontaneous,frame_0208_gaze.json
46,29,5.034602779119268e-08,False,130.40625,19.015625,591.09375,479.984375,14.317821063276353,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0209_gaze.json,person_13,spontaneous,frame_0209_gaze.json
41,31,2.058392745141191e-08,False,208.0,22.40625,588.25,474.09375,9.055385138137417,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0211_gaze.json,person_13,spontaneous,frame_0211_gaze.json
41,30,1.6351422971183638e-07,False,143.21875,24.609375,579.53125,479.390625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0213_gaze.json,person_13,spontaneous,frame_0213_gaze.json
41,30,1.7670191709839855e-07,False,132.34375,23.109375,588.15625,477.890625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0219_gaze.json,person_13,spontaneous,frame_0219_gaze.json
41,30,4.0373770104906725e-08,False,134.34375,22.15625,590.15625,473.84375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0220_gaze.json,person_13,spontaneous,frame_0220_gaze.json
41,30,4.320894575471357e-08,False,140.4375,26.359375,584.0625,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0224_gaze.json,person_13,spontaneous,frame_0224_gaze.json
41,30,1.5890350368863437e-08,False,150.84375,25.15625,587.15625,476.84375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0226_gaze.json,person_13,spontaneous,frame_0226_gaze.json
41,30,1.0873341693695693e-07,False,19.62890625,13.7109375,587.87109375,479.7890625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0228_gaze.json,person_13,spontaneous,frame_0228_gaze.json
41,30,6.229843307892224e-08,False,131.90625,25.359375,592.59375,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0229_gaze.json,person_13,spontaneous,frame_0229_gaze.json
41,30,3.436052153915625e-08,False,141.5625,20.859375,585.1875,475.640625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0231_gaze.json,person_13,spontaneous,frame_0231_gaze.json
40,31,1.054198008887397e-07,False,125.25,24.40625,603.0,476.09375,8.06225774829855,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0241_gaze.json,person_13,spontaneous,frame_0241_gaze.json
40,30,1.6139576075602236e-07,False,115.40625,25.65625,605.34375,477.34375,8.246211251235321,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0242_gaze.json,person_13,spontaneous,frame_0242_gaze.json
40,31,1.3453752956138487e-07,False,124.6875,27.25,597.5625,472.75,8.06225774829855,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0243_gaze.json,person_13,spontaneous,frame_0243_gaze.json
41,30,5.427633595900261e-07,False,130.40625,26.90625,591.09375,478.59375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0246_gaze.json,person_13,spontaneous,frame_0246_gaze.json
41,30,1.590712344068379e-07,False,17.91796875,15.53125,580.33203125,473.96875,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0247_gaze.json,person_13,spontaneous,frame_0247_gaze.json
41,31,8.263549489129218e-08,False,137.19921875,24.328125,583.05078125,477.671875,9.055385138137417,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0256_gaze.json,person_13,spontaneous,frame_0256_gaze.json
41,31,4.960690347388663e-08,False,130.84375,25.109375,596.40625,479.890625,9.055385138137417,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0258_gaze.json,person_13,spontaneous,frame_0258_gaze.json
41,30,3.22332596169872e-08,False,130.78125,22.359375,591.46875,477.140625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0265_gaze.json,person_13,spontaneous,frame_0265_gaze.json
41,30,1.0067135747249267e-07,False,20.16796875,15.03125,582.58203125,473.46875,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0266_gaze.json,person_13,spontaneous,frame_0266_gaze.json
41,30,4.073966408668639e-08,False,133.09375,22.109375,588.90625,476.890625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0268_gaze.json,person_13,spontaneous,frame_0268_gaze.json
41,50,0.00037614055327139795,False,144.09375,24.359375,580.40625,479.140625,20.12461179749811,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0269_gaze.json,person_13,spontaneous,frame_0269_gaze.json
41,30,1.7055276657629292e-07,False,138.1875,23.109375,591.5625,477.890625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0272_gaze.json,person_13,spontaneous,frame_0272_gaze.json
41,31,5.389330794969283e-07,False,124.875,21.078125,591.125,474.421875,9.055385138137417,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0273_gaze.json,person_13,spontaneous,frame_0273_gaze.json
41,51,0.0001960113731911406,False,142.46875,23.359375,578.78125,478.140625,21.02379604162864,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0275_gaze.json,person_13,spontaneous,frame_0275_gaze.json
60,63,3.4352274269622285e-07,False,134.5,23.109375,583.0,477.890625,41.773197148410844,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0276_gaze.json,person_13,spontaneous,frame_0276_gaze.json
41,30,1.553425050815349e-07,False,130.21875,21.90625,586.03125,473.59375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0277_gaze.json,person_13,spontaneous,frame_0277_gaze.json
41,30,1.0498437319483855e-07,False,134.0625,24.109375,587.4375,478.890625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0278_gaze.json,person_13,spontaneous,frame_0278_gaze.json
41,30,5.269892255910236e-08,False,129.71875,22.265625,585.53125,480.0,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0279_gaze.json,person_13,spontaneous,frame_0279_gaze.json
41,30,1.500768576079281e-07,False,18.87890625,18.828125,587.12109375,472.171875,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0280_gaze.json,person_13,spontaneous,frame_0280_gaze.json
41,29,2.5045520146704803e-07,False,26.9140625,18.28125,580.5859375,476.71875,9.486832980505138,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0283_gaze.json,person_13,spontaneous,frame_0283_gaze.json
41,30,1.0987420751007448e-07,False,59.875,15.015625,586.375,475.984375,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0289_gaze.json,person_13,spontaneous,frame_0289_gaze.json
41,30,2.065220314761973e-07,False,141.4375,20.859375,585.0625,475.640625,9.219544457292887,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0290_gaze.json,person_13,spontaneous,frame_0290_gaze.json
41,31,1.2712708041817677e-07,False,129.15625,23.40625,589.84375,475.09375,9.055385138137417,C:\Users\muham\PycharmProjects\gazelle\gaze_output\person_13\spontaneous\data\frame_0293_gaze.json,person_13,spontaneous,frame_0293_gaze.json
